student_id,cgpa,tenth_percentage,twelfth_percentage,aptitude_score,coding_score,technical_score,communication_score,number_of_projects,internship,internship_months,certifications,attendance_percentage,backlogs,extracurricular_activities,placement_status
528,7.25,89.87,100.0,58.4,57.4,58.3,77.95,1,No,0,1,72.33,0,No,Not Placed
529,7.49,77.52,60.11,84.32,60.18,51.17,73.16,3,No,0,0,79.19,0,Yes,Placed
530,6.21,69.1,58.78,65.22,37.61,46.72,67.26,5,No,0,2,79.41,1,No,Not Placed
531,7.9,84.69,93.2,46.46,71.9,60.12,84.57,2,No,0,1,93.97,0,Yes,Placed
532,5.37,63.32,76.85,83.82,49.88,75.08,92.18,2,No,0,0,88.95,3,No,Placed
533,7.13,80.72,76.82,75.97,80.13,92.99,42.54,5,Yes,6,1,84.63,0,Yes,Placed
534,5.87,81.07,68.05,73.08,65.77,75.82,59.25,3,Yes,6,1,81.97,1,Yes,Placed
535,6.48,87.72,100.0,75.74,41.58,48.56,84.76,2,No,0,1,71.41,0,Yes,Placed
536,7.25,100.0,100.0,100.0,70.32,99.08,61.58,3,Yes,1,1,60.19,0,Yes,Placed
537,6.25,79.71,82.17,97.78,35.76,38.84,55.63,1,No,0,0,83.13,2,No,Not Placed
538,6.78,68.89,60.5,54.7,64.65,47.63,88.33,2,Yes,2,2,89.95,2,Yes,Not Placed
539,8.31,74.69,71.83,89.36,58.71,67.06,46.79,1,Yes,2,0,80.92,0,No,Placed
540,6.57,53.77,,70.75,37.17,69.79,64.57,1,Yes,1,0,76.65,0,No,Not Placed
541,8.12,66.66,67.64,72.49,69.15,68.13,75.92,2,No,0,2,86.65,0,No,Placed
542,5.96,70.09,79.69,39.62,10.0,17.05,59.67,1,No,0,2,81.17,1,No,Not Placed
543,7.78,68.71,73.88,62.44,36.0,29.51,84.1,3,Yes,2,0,98.86,0,Yes,Placed
544,8.79,76.83,65.53,52.81,67.62,72.64,59.76,2,No,0,0,94.33,2,No,Not Placed
545,4.48,65.13,74.63,77.42,37.09,58.72,95.36,2,Yes,2,2,91.6,0,No,Not Placed
546,6.32,88.45,87.11,81.07,45.05,63.74,67.74,1,No,0,2,89.58,0,No,Placed
547,7.83,75.0,78.0,33.88,38.99,31.16,82.08,1,Yes,1,1,69.1,0,No,Not Placed
548,6.98,74.89,84.13,64.67,43.54,42.82,83.43,2,No,0,1,88.63,0,No,Not Placed
549,7.61,71.07,60.07,,66.73,58.33,58.7,5,No,0,0,85.76,0,Yes,Placed
550,6.54,76.86,73.89,62.2,61.01,62.21,33.04,0,No,0,1,88.06,0,No,Not Placed
551,7.3,84.9,77.16,75.94,58.12,52.66,,1,Yes,3,0,86.93,1,No,Not Placed
552,7.03,64.59,50.59,70.27,73.58,60.81,71.3,4,No,0,1,86.53,0,Yes,Placed
553,8.48,67.1,68.17,70.12,73.84,68.49,80.0,0,No,0,0,100.0,1,No,Placed
554,7.48,71.36,89.31,60.93,48.63,47.43,65.92,4,No,0,1,81.24,0,Yes,Placed
555,7.57,58.85,,46.75,56.36,48.1,62.25,2,Yes,3,1,91.36,4,Yes,Not Placed
556,6.75,65.17,63.39,48.18,32.93,42.17,100.0,2,Yes,3,1,77.29,4,No,Not Placed
557,6.66,69.29,72.48,75.64,51.69,59.66,43.5,2,No,0,0,89.91,2,No,Placed
558,6.72,85.49,82.93,,70.47,66.04,83.21,1,Yes,1,1,91.39,1,No,Placed
559,7.63,78.15,74.43,62.92,71.35,70.65,59.66,2,Yes,2,2,85.64,0,No,Placed
560,6.74,77.32,64.2,58.64,74.93,60.13,63.96,4,Yes,1,1,98.69,1,Yes,Not Placed
561,7.52,85.21,83.55,60.42,55.61,58.1,64.29,3,No,0,2,73.16,4,No,Not Placed
562,9.48,73.35,64.96,80.7,96.06,92.96,55.54,3,Yes,2,1,77.13,0,Yes,Placed
563,8.16,79.69,59.2,59.97,62.37,46.62,80.28,3,No,0,1,84.12,0,Yes,Placed
564,6.84,73.76,80.94,44.88,76.8,77.19,95.03,1,No,0,1,90.81,0,Yes,Placed
565,8.52,78.18,83.03,76.15,67.84,61.52,78.46,2,Yes,6,3,83.79,0,No,Placed
566,6.75,68.01,66.62,61.93,64.62,64.71,71.86,2,No,0,0,94.86,0,Yes,Placed
567,4.96,45.73,47.99,65.47,61.79,74.54,52.24,3,Yes,1,0,75.38,0,No,Placed
568,6.09,73.39,79.64,89.11,45.83,68.07,79.3,2,No,0,1,70.59,0,No,Not Placed
569,5.14,92.07,89.66,64.69,44.41,50.84,100.0,2,No,0,3,85.08,4,Yes,Not Placed
570,6.81,86.11,89.74,69.34,73.84,68.86,63.15,4,No,0,4,81.23,0,No,Placed
571,7.22,86.58,80.55,47.32,55.77,62.71,63.23,2,Yes,1,1,87.43,2,Yes,Not Placed
572,9.04,89.83,96.35,61.7,52.54,62.04,59.9,0,No,0,1,81.73,0,Yes,Placed
573,7.56,76.06,76.02,74.14,92.62,80.89,61.19,2,No,0,1,78.6,0,No,Placed
574,6.96,77.37,76.18,41.67,48.63,38.59,20.58,2,No,0,1,81.25,0,Yes,Not Placed
575,8.11,67.59,55.67,68.01,67.28,46.78,77.29,3,No,0,1,82.29,0,No,Placed
576,4.77,71.21,71.38,66.51,55.48,60.33,54.78,5,Yes,6,2,78.95,0,No,Placed
577,7.46,82.39,72.49,65.62,50.55,54.24,41.02,2,No,0,2,79.97,0,No,Not Placed
578,8.05,89.45,80.4,80.56,49.27,70.02,83.56,2,Yes,3,1,77.96,0,No,Placed
579,5.57,73.33,64.47,70.02,48.39,58.47,50.52,3,Yes,1,1,90.57,0,Yes,Not Placed
580,8.46,69.6,59.11,87.17,40.77,68.03,63.9,1,No,0,1,83.94,0,Yes,Placed
581,7.57,75.01,89.5,50.1,56.26,47.44,96.4,1,No,0,1,100.0,0,Yes,Placed
582,6.74,82.21,89.64,67.04,57.62,71.83,44.63,4,No,0,1,83.61,0,Yes,Placed
583,7.9,57.67,72.27,66.27,59.12,55.97,42.41,3,Yes,6,0,76.49,0,Yes,Placed
584,9.7,47.45,45.0,48.96,54.43,60.57,74.85,0,Yes,6,0,100.0,0,No,Placed
585,7.4,68.39,67.12,79.34,83.11,67.39,90.69,1,No,0,1,86.14,0,Yes,Placed
586,7.47,60.35,48.97,99.87,61.34,75.25,41.66,3,No,0,2,91.9,0,No,Placed
587,6.69,68.9,61.45,64.74,75.02,52.09,77.34,3,Yes,3,0,87.92,0,Yes,Placed
588,6.27,73.23,,72.58,46.22,51.46,80.46,3,No,0,1,88.23,0,Yes,Not Placed
589,8.11,69.56,77.52,66.27,51.71,60.48,32.94,1,Yes,1,1,87.36,0,Yes,Placed
590,6.26,92.43,85.02,54.3,54.1,48.95,84.37,4,No,0,0,70.98,1,No,Not Placed
591,7.28,78.92,84.58,37.69,54.99,39.3,85.78,2,No,0,3,85.68,0,Yes,Placed
592,6.67,78.61,80.58,54.41,35.73,49.8,64.39,3,No,0,2,68.75,0,Yes,Not Placed
593,7.73,82.47,97.65,44.12,83.86,70.9,92.54,2,Yes,3,0,80.26,3,No,Placed
594,7.57,61.33,48.37,90.56,51.2,58.11,90.46,1,No,0,2,74.74,1,No,Placed
595,8.34,87.47,93.8,63.27,39.13,46.79,71.86,5,No,0,1,85.57,0,Yes,Placed
596,6.64,74.09,80.85,59.81,73.03,95.43,61.87,1,No,0,4,85.34,3,No,Placed
597,6.9,83.05,71.95,78.34,47.66,68.4,52.49,1,No,0,1,86.81,0,No,Not Placed
598,6.12,62.14,68.98,48.17,39.87,53.99,69.32,3,Yes,2,0,84.87,0,No,Placed
599,6.71,56.35,58.41,53.5,27.21,39.45,80.26,2,No,0,1,75.93,4,Yes,Not Placed
600,7.62,84.81,79.51,66.02,87.03,82.4,64.16,3,Yes,3,2,79.39,2,Yes,Placed
601,8.03,79.52,69.97,80.43,44.92,31.61,30.44,2,No,0,0,91.2,0,Yes,Not Placed
602,6.19,64.18,57.0,72.53,50.36,50.22,92.84,2,Yes,2,2,92.68,1,No,Not Placed
603,8.16,64.56,79.51,68.72,78.94,71.07,,4,No,0,0,70.53,1,Yes,Placed
604,8.69,88.51,84.66,66.17,75.86,54.2,63.17,0,Yes,1,3,66.69,0,No,Placed
605,7.65,60.73,65.91,71.0,60.34,51.97,85.43,4,Yes,1,0,74.73,0,Yes,Placed
606,9.26,94.71,83.91,68.02,48.59,34.61,97.44,1,Yes,3,3,92.45,0,Yes,Placed
607,6.35,64.19,56.53,49.55,38.64,41.53,20.0,3,No,0,1,94.15,3,Yes,Not Placed
608,5.83,82.66,88.05,65.69,49.46,62.52,77.82,1,No,0,1,72.75,0,Yes,Not Placed
609,5.24,71.06,58.15,48.89,30.14,46.83,44.32,2,No,0,3,85.07,1,No,Not Placed
610,8.85,82.24,75.69,66.22,73.82,75.68,78.98,4,Yes,2,4,100.0,0,No,Placed
611,7.92,68.47,66.9,57.79,73.58,59.21,72.3,2,No,0,1,86.15,0,No,Placed
612,7.14,73.05,71.63,100.0,71.55,60.76,81.44,3,No,0,0,96.22,0,No,Placed
613,7.51,75.49,71.51,64.4,41.67,30.92,61.01,3,Yes,2,1,91.99,1,No,Not Placed
614,5.96,62.97,64.84,43.94,80.65,56.94,36.28,3,No,0,1,72.9,0,No,Placed
615,9.89,83.89,86.04,62.99,90.63,73.45,61.89,4,No,0,1,80.1,0,Yes,Placed
616,7.34,68.84,72.83,72.79,58.71,61.34,77.32,2,Yes,1,1,82.35,0,No,Not Placed
617,7.32,72.26,62.14,90.1,74.91,69.32,88.28,1,Yes,1,0,83.04,0,No,Placed
618,8.0,63.07,59.49,56.16,99.47,89.86,48.91,0,No,0,2,91.16,0,No,Placed
619,7.73,45.0,55.06,41.26,40.25,38.23,88.49,1,Yes,6,2,86.09,1,No,Placed
620,7.45,72.71,77.59,77.25,56.19,62.62,58.34,1,No,0,0,52.64,0,No,Not Placed
621,6.33,100.0,84.02,44.29,14.97,35.17,76.52,2,No,0,1,68.87,0,No,Not Placed
622,7.72,84.42,83.79,58.46,64.64,50.98,60.82,1,No,0,1,60.13,0,Yes,Placed
623,9.27,74.77,56.47,61.14,79.64,78.28,73.28,0,No,0,1,83.75,3,Yes,Placed
624,8.68,71.85,70.04,63.96,68.85,67.24,86.05,0,Yes,6,0,84.4,0,No,Placed
625,8.95,75.27,87.92,75.34,61.8,62.53,47.91,3,No,0,1,84.83,0,No,Placed
626,6.64,81.57,70.83,54.75,22.36,40.93,57.76,2,Yes,6,0,72.41,0,Yes,Not Placed
627,6.11,60.83,53.07,60.89,54.49,65.2,73.33,2,No,0,1,88.74,0,Yes,Placed
628,7.06,88.37,90.65,64.79,78.32,64.8,100.0,4,No,0,2,89.16,0,Yes,Placed
629,7.26,83.58,67.88,67.24,49.23,52.81,,0,No,0,2,69.45,0,No,Not Placed
630,8.4,83.62,75.19,66.47,73.83,74.43,100.0,5,No,0,0,67.34,2,Yes,Placed
631,5.34,80.26,82.01,71.54,19.18,32.16,100.0,2,No,0,1,82.0,0,No,Not Placed
632,8.88,75.24,67.64,77.66,77.92,83.69,68.25,1,Yes,1,3,99.92,0,Yes,Placed
633,7.03,83.07,77.88,70.89,50.31,59.29,64.63,3,No,0,0,99.0,0,Yes,Not Placed
634,6.73,82.1,84.85,71.8,42.41,69.55,57.54,3,Yes,1,2,87.63,0,No,Placed
635,6.09,70.75,72.05,41.27,37.29,23.18,68.77,2,No,0,2,74.7,0,Yes,Not Placed
636,5.38,68.12,68.44,65.75,37.13,44.49,44.68,4,Yes,3,2,90.87,1,Yes,Not Placed
637,8.11,76.22,70.89,72.19,70.58,61.98,68.63,1,No,0,0,77.48,2,Yes,Placed
638,7.28,93.59,,75.93,38.56,55.82,96.94,1,Yes,3,0,74.32,2,Yes,Placed
639,5.78,60.13,58.13,54.61,40.29,28.42,59.0,0,No,0,3,60.56,0,No,Not Placed
640,5.78,57.39,60.31,55.11,45.58,51.9,65.67,1,No,0,1,83.02,1,Yes,Not Placed
641,6.83,76.98,70.3,56.39,38.16,37.33,39.38,1,No,0,0,75.7,0,No,Not Placed
642,9.04,75.61,71.59,73.05,99.24,84.04,76.73,4,Yes,2,1,82.96,1,Yes,Placed
643,6.91,77.08,,80.51,42.51,39.45,74.76,0,No,0,0,59.01,3,No,Not Placed
644,5.55,77.93,74.85,58.89,34.33,37.05,71.15,2,Yes,1,2,83.7,0,No,Not Placed
645,6.93,72.32,63.6,78.62,40.76,62.96,66.1,2,No,0,1,57.69,0,No,Not Placed
646,6.9,92.88,79.68,66.85,82.18,77.33,64.73,4,Yes,6,2,92.88,0,No,Placed
647,4.23,55.79,57.28,63.14,42.16,54.73,79.03,5,No,0,2,87.22,1,Yes,Placed
648,7.14,65.06,65.25,61.83,43.07,65.35,69.48,3,Yes,2,0,79.21,0,Yes,Placed
649,6.95,73.76,77.65,76.2,72.16,76.01,75.67,5,No,0,1,87.63,4,No,Not Placed
650,7.97,55.28,51.3,69.88,66.74,62.09,73.87,3,No,0,2,72.22,0,Yes,Placed
651,9.23,72.89,73.87,99.14,77.73,88.82,90.22,5,Yes,3,1,82.72,0,Yes,Placed
652,8.44,94.94,94.85,52.22,62.35,53.86,82.19,3,No,0,3,89.95,0,Yes,Placed
653,6.9,75.25,76.28,72.77,43.99,47.58,73.47,0,No,0,2,51.06,1,Yes,Not Placed
654,5.98,77.77,68.39,57.06,52.93,38.97,97.33,2,Yes,2,0,77.53,0,No,Not Placed
655,10.0,59.88,60.09,51.96,71.82,75.13,77.56,2,No,0,2,81.77,0,Yes,Placed
656,7.27,67.6,68.76,64.84,85.37,75.35,93.49,2,No,0,0,80.04,0,Yes,Placed
657,7.22,70.5,68.51,67.06,38.68,49.02,80.92,1,Yes,3,0,96.57,0,No,Not Placed
658,7.17,71.19,52.38,100.0,80.43,75.94,36.85,2,No,0,2,70.76,1,Yes,Not Placed
659,7.42,90.38,87.63,62.24,57.67,63.4,,4,Yes,3,2,75.79,0,No,Placed
660,7.04,81.69,96.22,48.05,60.82,49.37,72.43,0,Yes,1,1,62.84,1,Yes,Not Placed
661,6.57,61.66,57.62,,65.05,64.85,69.06,3,No,0,0,97.1,4,No,Not Placed
662,6.6,77.96,69.34,33.88,43.33,49.28,75.06,3,No,0,1,79.54,0,Yes,Not Placed
663,7.16,80.98,80.87,,70.28,76.19,63.79,5,No,0,1,77.62,1,Yes,Placed
664,6.6,88.68,87.31,65.24,12.2,27.9,74.09,4,No,0,1,81.48,3,Yes,Not Placed
665,6.42,93.97,99.11,76.92,40.53,33.76,59.35,3,No,0,0,88.36,1,Yes,Not Placed
666,7.32,62.82,51.47,79.6,44.68,85.08,92.94,2,No,0,1,85.47,1,No,Placed
667,6.92,65.27,69.59,57.45,36.55,60.28,67.96,1,Yes,2,3,100.0,0,No,Placed
668,8.85,59.91,63.64,62.74,67.61,73.38,63.11,2,No,0,1,86.54,0,Yes,Placed
669,4.28,72.19,68.84,53.51,40.06,36.56,53.35,3,No,0,0,77.35,0,Yes,Not Placed
670,8.4,80.6,80.25,48.08,77.75,67.71,74.84,4,Yes,2,2,76.39,1,Yes,Placed
671,8.57,86.85,91.4,69.65,72.18,65.99,73.37,3,No,0,2,78.07,4,Yes,Placed
672,4.92,74.09,78.66,45.9,29.37,46.97,76.99,1,Yes,3,3,66.98,0,Yes,Not Placed
673,6.82,71.16,59.9,58.78,60.12,62.34,51.51,2,No,0,0,82.4,0,No,Placed
674,6.79,76.82,80.7,50.07,56.2,46.52,41.18,2,No,0,0,89.83,0,Yes,Not Placed
675,5.65,64.98,62.96,73.25,59.25,58.74,81.26,0,No,0,1,75.87,1,No,Not Placed
676,6.34,100.0,95.58,92.02,62.41,82.5,96.72,1,Yes,6,1,73.93,0,No,Placed
677,5.98,55.71,55.72,45.48,48.28,63.44,51.53,1,No,0,1,97.16,0,No,Not Placed
678,9.13,77.22,73.29,37.2,59.56,68.14,98.61,3,Yes,2,1,67.74,0,Yes,Placed
679,8.23,99.28,100.0,63.13,56.04,65.74,75.11,1,No,0,0,61.32,0,No,Placed
680,8.6,75.08,71.9,65.24,60.54,59.42,69.87,1,No,0,1,70.47,0,No,Placed
681,7.99,72.72,61.49,68.28,59.22,29.52,62.84,5,No,0,1,66.6,2,Yes,Not Placed
682,5.96,70.71,65.49,58.31,51.69,56.64,45.08,2,No,0,1,85.86,0,Yes,Placed
683,6.62,72.84,71.98,61.99,63.71,63.18,87.78,0,No,0,1,78.39,3,No,Not Placed
684,7.74,91.47,97.16,70.51,61.14,65.35,56.04,1,Yes,2,1,79.8,0,No,Placed
685,5.86,48.46,53.44,80.61,47.09,57.68,55.96,1,Yes,6,1,93.53,0,Yes,Not Placed
686,7.98,93.4,82.26,35.67,66.02,43.66,87.85,1,No,0,1,75.09,0,No,Not Placed
687,6.94,57.91,77.0,59.47,47.75,56.84,36.11,0,No,0,1,89.75,4,Yes,Not Placed
688,6.79,71.8,71.74,68.21,40.42,55.08,42.58,2,Yes,6,0,97.11,1,Yes,Placed
689,7.98,69.85,78.07,51.23,37.52,48.46,69.67,1,No,0,1,77.44,0,Yes,Not Placed
690,7.69,82.06,77.64,90.97,51.08,72.51,75.28,2,No,0,2,89.37,1,Yes,Placed
691,6.8,55.82,59.51,55.47,61.52,65.75,78.73,4,Yes,6,1,79.58,0,No,Placed
692,8.48,80.55,84.21,64.38,57.26,55.29,64.57,2,No,0,0,91.24,0,No,Placed
693,6.01,99.29,100.0,73.34,44.52,52.46,100.0,4,No,0,4,66.29,0,No,Placed
694,7.88,58.64,66.24,56.13,70.02,66.76,65.9,2,Yes,1,0,65.54,2,Yes,Not Placed
695,7.85,77.28,81.53,37.3,70.63,61.71,65.85,2,Yes,3,0,78.09,0,No,Placed
696,6.86,67.06,62.83,58.57,38.68,54.63,55.65,3,No,0,1,73.11,0,Yes,Not Placed
697,7.56,80.11,72.53,80.44,75.43,83.37,72.23,0,No,0,2,76.83,0,Yes,Placed
698,5.82,75.23,75.37,59.95,63.5,83.21,81.07,0,No,0,0,79.8,0,No,Placed
699,8.22,67.3,73.04,52.3,48.78,71.9,91.66,3,Yes,3,1,89.2,0,Yes,Placed
700,7.0,80.85,75.99,78.89,43.62,54.99,43.19,2,No,0,1,77.92,0,Yes,Placed
701,6.63,96.65,100.0,60.04,70.87,29.25,65.57,3,No,0,0,73.76,0,Yes,Not Placed
702,8.35,72.71,82.06,57.35,64.63,74.81,78.04,4,No,0,1,78.48,3,Yes,Placed
703,6.43,83.64,72.94,67.24,18.11,27.44,80.57,2,No,0,2,74.31,0,No,Not Placed
704,5.65,59.48,51.84,76.56,24.21,31.9,70.12,2,Yes,3,1,72.66,0,No,Not Placed
705,5.49,63.52,61.05,100.0,40.16,54.13,79.76,2,No,0,0,65.87,0,No,Placed
706,7.87,80.67,80.06,77.41,45.49,50.6,55.44,5,Yes,1,0,82.69,0,No,Placed
707,5.79,92.81,84.33,82.4,40.13,58.93,98.04,3,Yes,6,1,76.31,2,No,Not Placed
708,9.13,79.27,87.16,57.41,73.53,53.1,,4,No,0,2,91.66,0,No,Placed
709,4.91,71.24,72.51,49.61,61.21,46.96,45.79,1,No,0,1,67.53,2,Yes,Not Placed
710,9.07,74.99,72.81,65.93,68.17,70.93,50.65,3,No,0,1,76.58,1,No,Placed
711,7.43,60.0,47.51,66.61,75.55,79.09,51.16,1,No,0,0,100.0,1,Yes,Placed
712,7.09,82.25,68.5,48.82,78.18,75.79,82.2,1,Yes,3,1,72.6,0,No,Placed
713,6.6,85.59,84.28,62.37,74.32,62.86,46.87,4,Yes,3,0,79.63,0,Yes,Placed
714,7.64,69.57,50.56,70.99,65.38,57.28,64.04,0,Yes,3,2,69.84,0,No,Placed
715,7.16,69.36,75.52,70.41,27.82,35.53,78.18,5,No,0,1,68.52,2,No,Not Placed
716,8.41,78.19,74.11,72.56,74.22,76.12,68.81,1,No,0,2,97.47,0,No,Placed
717,7.33,69.76,93.73,69.36,74.33,87.7,74.66,3,Yes,2,2,83.71,0,No,Placed
718,7.37,74.21,90.25,57.39,57.71,37.14,50.82,1,No,0,2,83.34,0,Yes,Placed
719,6.8,100.0,93.55,57.29,80.57,71.38,80.71,2,Yes,2,0,65.04,1,No,Placed
720,7.14,72.04,68.98,47.02,70.0,49.78,58.96,1,No,0,0,85.59,1,Yes,Not Placed
721,7.54,70.7,76.59,91.77,68.83,59.19,64.16,2,No,0,3,93.57,0,Yes,Placed
722,5.32,67.23,79.13,65.2,58.85,70.42,74.28,2,Yes,6,2,93.49,0,Yes,Placed
723,5.72,83.93,67.43,61.63,50.74,59.45,71.86,3,No,0,2,88.68,0,Yes,Placed
724,8.02,72.83,56.25,51.07,26.75,38.54,70.43,0,No,0,0,70.71,0,Yes,Placed
725,7.39,67.21,60.51,100.0,51.62,75.34,56.49,0,No,0,1,85.13,1,No,Placed
726,7.0,90.86,91.43,48.9,73.94,61.63,64.61,0,No,0,2,88.68,2,No,Not Placed
727,7.22,92.04,91.81,58.57,45.65,45.2,70.04,2,Yes,2,0,64.06,0,Yes,Not Placed
728,7.58,67.79,,71.24,57.31,83.34,45.25,3,No,0,1,70.79,0,Yes,Placed
729,6.61,52.6,45.0,74.0,37.18,45.76,61.67,4,No,0,1,90.88,1,Yes,Not Placed
730,6.34,87.09,64.85,79.37,77.51,85.42,76.98,1,Yes,3,0,90.76,4,Yes,Placed
731,7.42,66.78,71.97,92.11,84.55,86.88,47.01,2,Yes,2,0,66.51,3,Yes,Placed
732,6.12,84.49,74.41,72.59,35.73,28.31,90.82,3,No,0,0,89.95,2,Yes,Not Placed
733,7.65,51.36,45.0,49.16,63.4,38.68,92.85,1,Yes,6,0,82.95,0,No,Placed
734,5.33,85.71,83.3,61.15,32.41,35.24,,2,No,0,1,89.81,1,No,Not Placed
735,8.33,60.47,65.76,69.62,75.88,84.56,94.44,2,No,0,0,75.65,2,Yes,Placed
736,7.72,83.77,79.42,96.02,69.4,85.27,67.42,1,No,0,0,88.45,1,Yes,Placed
737,7.48,75.17,68.99,44.03,72.03,72.77,77.53,0,No,0,2,90.44,0,No,Placed
738,8.28,63.55,60.92,83.04,71.23,64.9,61.06,1,Yes,1,1,78.49,4,No,Not Placed
739,9.03,70.12,65.14,67.7,100.0,100.0,86.61,2,Yes,3,1,82.18,0,Yes,Placed
740,8.32,83.24,69.13,77.57,51.11,49.4,77.31,0,No,0,2,75.51,0,Yes,Placed
741,5.18,76.27,67.93,63.47,15.74,32.19,55.35,1,No,0,3,98.52,0,Yes,Not Placed
742,5.79,82.01,82.98,52.36,40.44,43.92,49.03,2,No,0,0,80.8,0,Yes,Not Placed
743,6.51,98.72,96.42,76.26,28.58,41.15,43.71,0,No,0,1,72.78,0,Yes,Not Placed
744,7.23,56.23,56.95,74.82,35.44,60.64,73.38,1,Yes,3,1,74.84,0,Yes,Not Placed
745,7.77,94.41,82.0,79.58,47.14,49.82,80.3,4,Yes,2,1,83.27,1,Yes,Placed
746,6.4,76.25,72.18,64.8,37.38,32.11,81.72,0,No,0,2,89.53,1,Yes,Not Placed
747,7.41,64.21,45.38,56.0,44.92,48.45,67.88,3,No,0,3,68.64,1,No,Not Placed
748,6.37,59.04,59.56,41.62,58.73,49.6,49.17,2,Yes,6,3,100.0,0,Yes,Placed
749,6.53,72.73,81.89,77.29,44.63,88.2,57.72,3,Yes,2,0,85.09,1,No,Placed
750,5.65,86.06,70.66,71.36,42.53,57.94,90.74,2,Yes,6,0,86.66,0,Yes,Placed
751,6.18,73.47,66.44,50.51,62.89,55.08,61.28,1,Yes,2,3,81.03,0,Yes,Not Placed
752,5.71,93.13,91.45,56.92,34.21,30.46,72.58,3,No,0,1,82.19,0,No,Not Placed
753,6.13,57.59,66.85,58.0,45.04,30.13,50.64,2,No,0,0,80.52,2,No,Not Placed
754,8.36,74.85,68.78,42.76,72.36,53.23,76.06,3,No,0,2,92.18,0,Yes,Placed
755,6.16,59.97,53.44,52.73,20.12,31.06,61.76,2,No,0,0,81.92,0,No,Not Placed
756,10.0,79.36,60.68,47.99,44.23,59.63,,5,No,0,0,89.67,0,No,Placed
757,7.74,85.64,82.91,58.81,67.13,75.85,83.92,3,No,0,2,77.66,0,Yes,Placed
758,7.4,69.95,84.29,53.92,66.61,65.09,61.08,5,Yes,3,0,83.96,3,Yes,Placed
759,6.26,45.0,47.72,40.59,81.01,65.65,67.72,2,No,0,0,73.96,3,No,Not Placed
760,7.97,77.39,74.47,95.34,66.13,77.58,60.08,2,Yes,6,0,94.17,0,Yes,Placed
761,6.57,80.24,79.79,,64.83,65.33,44.45,3,Yes,1,1,73.66,0,Yes,Placed
762,7.33,79.85,76.78,53.31,55.74,72.2,54.57,4,Yes,1,0,78.75,0,Yes,Placed
763,10.0,89.83,79.34,69.09,84.46,77.95,73.57,5,No,0,1,78.85,1,No,Placed
764,7.09,62.15,67.52,71.26,81.76,77.75,75.85,2,Yes,1,1,78.46,0,No,Placed
765,8.46,83.16,81.65,82.87,35.85,27.8,72.67,3,Yes,3,2,89.22,0,No,Placed
766,6.43,89.31,85.52,52.72,57.62,54.19,64.57,1,No,0,0,78.83,0,No,Not Placed
767,7.16,53.66,45.49,81.38,89.33,95.31,86.8,2,No,0,2,95.94,0,No,Placed
768,9.15,78.84,86.38,56.78,77.41,60.55,71.14,1,No,0,0,73.82,0,No,Placed
769,6.51,68.95,72.37,44.96,76.84,59.77,82.66,2,No,0,1,83.69,0,No,Not Placed
770,9.19,74.02,67.2,75.86,64.11,75.56,38.07,4,Yes,2,1,74.24,0,No,Placed
771,7.98,79.17,84.27,84.36,63.35,54.89,20.0,1,Yes,6,0,86.21,0,Yes,Placed
772,6.58,69.15,63.26,100.0,53.15,77.79,75.11,2,No,0,2,81.84,4,No,Not Placed
773,7.9,66.89,58.95,47.0,29.9,29.71,44.35,2,No,0,0,80.45,0,No,Not Placed
774,8.27,75.41,66.79,75.48,48.64,52.8,66.18,1,No,0,0,93.88,0,No,Placed
775,7.88,61.95,46.59,58.85,46.62,39.05,64.56,2,No,0,1,75.46,3,No,Not Placed
776,5.47,61.97,,76.75,56.11,66.08,98.57,2,No,0,1,87.87,2,No,Placed
777,6.4,83.15,65.19,42.94,64.28,82.48,77.2,1,No,0,0,74.31,0,No,Placed
778,6.93,61.21,50.27,46.06,60.28,63.83,72.99,3,Yes,6,0,83.13,1,Yes,Placed
779,7.12,83.0,63.09,53.36,69.31,55.88,85.07,5,Yes,6,0,70.04,0,Yes,Placed
780,7.88,80.55,76.81,66.18,60.6,73.63,76.63,1,No,0,1,75.37,1,Yes,Placed
781,7.4,54.29,52.66,55.38,77.19,67.48,61.76,1,Yes,6,1,81.18,4,Yes,Placed
782,5.73,66.87,62.57,74.89,45.98,68.4,89.29,2,Yes,3,0,100.0,0,Yes,Placed
783,7.62,89.33,77.06,80.4,61.81,75.46,,3,Yes,2,0,83.01,0,Yes,Placed
784,7.87,63.23,52.53,73.99,58.99,34.06,75.82,1,Yes,2,1,98.55,0,Yes,Placed
785,7.82,69.43,71.2,89.28,72.79,67.7,42.14,0,Yes,1,2,84.2,0,No,Placed
786,8.39,80.54,73.09,71.24,60.79,73.37,73.67,2,Yes,6,2,78.13,0,Yes,Placed
787,8.12,84.4,83.49,46.75,79.58,71.25,73.47,5,No,0,2,97.39,1,No,Placed
788,7.71,71.98,62.7,85.45,44.66,46.66,100.0,2,No,0,0,86.37,0,No,Placed
789,7.12,67.83,67.5,55.92,40.5,38.79,41.83,2,No,0,3,75.57,0,Yes,Not Placed
790,5.37,92.07,98.29,78.66,53.29,41.84,59.18,5,No,0,1,86.71,0,Yes,Not Placed
791,7.67,95.87,95.97,88.61,60.05,67.73,84.81,3,Yes,1,4,79.07,0,No,Placed
792,7.43,86.75,79.77,71.85,52.62,80.5,76.04,3,Yes,1,0,62.11,0,No,Placed
